slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
spectrum-mainnet-business-recent-state,Spectrum,!offer:spectrum-business-recent-state,"[""[Website](https://spectrumnodes.com/networks/filecoin-rpc)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://spectrum.mainnet.business.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
spectrum-mainnet-developer-recent-state,Spectrum,!offer:spectrum-developer-recent-state,"[""[Website](https://spectrumnodes.com/networks/filecoin-rpc)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://spectrum.mainnet.developer.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
spectrum-mainnet-enterprise-recent-state,Spectrum,!offer:spectrum-enterprise-recent-state,"[""[Website](https://spectrumnodes.com/networks/filecoin-rpc)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://spectrum.mainnet.enterprise.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
spectrum-mainnet-free-recent-state,Spectrum,!offer:spectrum-free-recent-state,"[""[Website](https://spectrumnodes.com/networks/filecoin-rpc)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://spectrum.mainnet.free.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-calibnet-dedicated-recent-state,Thirdweb,!offer:thirdweb-dedicated-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.calibnet.dedicated.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-calibnet-growth-recent-state,Thirdweb,!offer:thirdweb-growth-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.calibnet.growth.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-calibnet-scale-recent-state,Thirdweb,!offer:thirdweb-scale-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.calibnet.scale.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-calibnet-starter-recent-state,Thirdweb,!offer:thirdweb-starter-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.calibnet.starter.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-mainnet-dedicated-recent-state,Thirdweb,!offer:thirdweb-dedicated-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.mainnet.dedicated.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-mainnet-growth-recent-state,Thirdweb,!offer:thirdweb-growth-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.mainnet.growth.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-mainnet-scale-recent-state,Thirdweb,!offer:thirdweb-scale-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.mainnet.scale.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-mainnet-starter-recent-state,Thirdweb,!offer:thirdweb-starter-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.mainnet.starter.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
