slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
stakely-mainnet-dedicated-recent-state,Stakely,!offer:stakely-dedicated-recent-state,View,,Node RPC,Yes,JSON-RPC,Algorand REST,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://stakely.mainnet.dedicated.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
stakely-mainnet-pro-recent-state,Stakely,!offer:stakely-pro-recent-state,View,,Node RPC,Yes,JSON-RPC,Algorand REST,mainnet,$100/mo,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://stakely.mainnet.pro.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
subquery-mainnet-pay-as-you-go-indexer,Subquery,!offer:subquery-pay-as-you-go-indexer,"[""[Buy](https://subquery.network/doc/subquery_network/consumers/plan.html#setting-your-flex-plan-pricing)"",""[Docs](https://subquery.network/doc/indexer/quickstart/quickstart_chains/algorand.html#algorand-quick-start)""]",,Node RPC,Archive,Indexed Data,Algorand Indexer,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://subquery.mainnet.pay.as.you.go.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-mainnet-free-recent-state,Tatum,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.mainnet.free.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-mainnet-pro-full-archive,Tatum,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.mainnet.pro.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-mainnet-pro-recent-state,Tatum,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.mainnet.pro.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-mainnet-scale-full-archive,Tatum,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.mainnet.scale.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-mainnet-scale-recent-state,Tatum,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.mainnet.scale.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-mainnet-starter-full-archive,Tatum,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.mainnet.starter.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-mainnet-starter-recent-state,Tatum,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.mainnet.starter.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-testnet-free-recent-state,Tatum,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.testnet.free.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-testnet-pro-full-archive,Tatum,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.testnet.pro.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-testnet-pro-recent-state,Tatum,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.testnet.pro.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-testnet-scale-full-archive,Tatum,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.testnet.scale.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-testnet-scale-recent-state,Tatum,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.testnet.scale.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-testnet-starter-full-archive,Tatum,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.testnet.starter.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
tatum-testnet-starter-recent-state,Tatum,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,Node RPC,Yes,JSON-RPC,Algorand REST,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://tatum.testnet.starter.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
